TimeSeries ID,instance/cpu/utilization.gce_instance.ALIGN_MEAN.REDUCE_NONE.resource.type="gce_instance" resource.label.project_id="csbench" resource.label.zone="europe-west1-b" resource.label.instance_id="8601442805429223541" metric.type="compute.googleapis.com/instance/cpu/utilization".instance_id:8601442805429223541.project_id:csbench.zone:europe-west1-b.instance_name:replica-5-experiment-3-europe-west1-b
Sun Feb 05 2023 11:15:30 GMT+0100 (Central European Standard Time),0.020584096186167522
Sun Feb 05 2023 11:15:40 GMT+0100 (Central European Standard Time),0.020584096186167522
Sun Feb 05 2023 11:15:50 GMT+0100 (Central European Standard Time),0.020584096186167522
Sun Feb 05 2023 11:16:00 GMT+0100 (Central European Standard Time),0.41674775419417043
Sun Feb 05 2023 11:16:10 GMT+0100 (Central European Standard Time),0.41674775419417043
Sun Feb 05 2023 11:16:20 GMT+0100 (Central European Standard Time),0.41674775419417043
Sun Feb 05 2023 11:16:30 GMT+0100 (Central European Standard Time),0.41674775419417043
Sun Feb 05 2023 11:16:40 GMT+0100 (Central European Standard Time),0.41674775419417043
Sun Feb 05 2023 11:16:50 GMT+0100 (Central European Standard Time),0.41674775419417043
Sun Feb 05 2023 11:17:00 GMT+0100 (Central European Standard Time),0.8082800079953973
Sun Feb 05 2023 11:17:10 GMT+0100 (Central European Standard Time),0.8082800079953973
Sun Feb 05 2023 11:17:20 GMT+0100 (Central European Standard Time),0.8082800079953973
Sun Feb 05 2023 11:17:30 GMT+0100 (Central European Standard Time),0.8082800079953973
Sun Feb 05 2023 11:17:40 GMT+0100 (Central European Standard Time),0.8082800079953973
Sun Feb 05 2023 11:17:50 GMT+0100 (Central European Standard Time),0.8082800079953973
Sun Feb 05 2023 11:18:00 GMT+0100 (Central European Standard Time),0.8468631928843892
Sun Feb 05 2023 11:18:10 GMT+0100 (Central European Standard Time),0.8468631928843892
Sun Feb 05 2023 11:18:20 GMT+0100 (Central European Standard Time),0.8468631928843892
Sun Feb 05 2023 11:18:30 GMT+0100 (Central European Standard Time),0.8468631928843892
Sun Feb 05 2023 11:18:40 GMT+0100 (Central European Standard Time),0.8468631928843892
Sun Feb 05 2023 11:18:50 GMT+0100 (Central European Standard Time),0.8468631928843892
Sun Feb 05 2023 11:19:00 GMT+0100 (Central European Standard Time),0.8125495005792105
Sun Feb 05 2023 11:19:10 GMT+0100 (Central European Standard Time),0.8125495005792105
Sun Feb 05 2023 11:19:20 GMT+0100 (Central European Standard Time),0.8125495005792105
Sun Feb 05 2023 11:19:30 GMT+0100 (Central European Standard Time),0.8125495005792105
Sun Feb 05 2023 11:19:40 GMT+0100 (Central European Standard Time),0.8125495005792105
Sun Feb 05 2023 11:19:50 GMT+0100 (Central European Standard Time),0.8125495005792105
Sun Feb 05 2023 11:20:00 GMT+0100 (Central European Standard Time),0.8137193120794743
Sun Feb 05 2023 11:20:10 GMT+0100 (Central European Standard Time),0.8137193120794743
Sun Feb 05 2023 11:20:20 GMT+0100 (Central European Standard Time),0.8137193120794743
Sun Feb 05 2023 11:20:30 GMT+0100 (Central European Standard Time),0.8137193120794743
Sun Feb 05 2023 11:20:40 GMT+0100 (Central European Standard Time),0.8137193120794743
Sun Feb 05 2023 11:20:50 GMT+0100 (Central European Standard Time),0.8137193120794743
Sun Feb 05 2023 11:21:00 GMT+0100 (Central European Standard Time),0.8294137660353548
Sun Feb 05 2023 11:21:10 GMT+0100 (Central European Standard Time),0.8294137660353548
Sun Feb 05 2023 11:21:20 GMT+0100 (Central European Standard Time),0.8294137660353548
Sun Feb 05 2023 11:21:30 GMT+0100 (Central European Standard Time),0.8294137660353548
Sun Feb 05 2023 11:21:40 GMT+0100 (Central European Standard Time),0.8294137660353548
Sun Feb 05 2023 11:21:50 GMT+0100 (Central European Standard Time),0.8294137660353548
Sun Feb 05 2023 11:22:00 GMT+0100 (Central European Standard Time),0.8306687862506039
Sun Feb 05 2023 11:22:10 GMT+0100 (Central European Standard Time),0.8306687862506039
Sun Feb 05 2023 11:22:20 GMT+0100 (Central European Standard Time),0.8306687862506039
Sun Feb 05 2023 11:22:30 GMT+0100 (Central European Standard Time),0.8306687862506039
Sun Feb 05 2023 11:22:40 GMT+0100 (Central European Standard Time),0.8306687862506039
Sun Feb 05 2023 11:22:50 GMT+0100 (Central European Standard Time),0.8306687862506039
Sun Feb 05 2023 11:23:00 GMT+0100 (Central European Standard Time),0.81783743476785
Sun Feb 05 2023 11:23:10 GMT+0100 (Central European Standard Time),0.81783743476785
Sun Feb 05 2023 11:23:20 GMT+0100 (Central European Standard Time),0.81783743476785
Sun Feb 05 2023 11:23:30 GMT+0100 (Central European Standard Time),0.81783743476785
Sun Feb 05 2023 11:23:40 GMT+0100 (Central European Standard Time),0.81783743476785
Sun Feb 05 2023 11:23:50 GMT+0100 (Central European Standard Time),0.81783743476785
Sun Feb 05 2023 11:24:00 GMT+0100 (Central European Standard Time),0.8123837797188809
Sun Feb 05 2023 11:24:10 GMT+0100 (Central European Standard Time),0.8123837797188809
Sun Feb 05 2023 11:24:20 GMT+0100 (Central European Standard Time),0.8123837797188809
Sun Feb 05 2023 11:24:30 GMT+0100 (Central European Standard Time),0.8123837797188809
Sun Feb 05 2023 11:24:40 GMT+0100 (Central European Standard Time),0.8123837797188809
Sun Feb 05 2023 11:24:50 GMT+0100 (Central European Standard Time),0.8123837797188809
Sun Feb 05 2023 11:25:00 GMT+0100 (Central European Standard Time),0.8111165064573177
Sun Feb 05 2023 11:25:10 GMT+0100 (Central European Standard Time),0.8111165064573177
Sun Feb 05 2023 11:25:20 GMT+0100 (Central European Standard Time),0.8111165064573177
Sun Feb 05 2023 11:25:30 GMT+0100 (Central European Standard Time),0.8111165064573177
Sun Feb 05 2023 11:25:40 GMT+0100 (Central European Standard Time),0.8111165064573177
Sun Feb 05 2023 11:25:50 GMT+0100 (Central European Standard Time),0.8111165064573177
Sun Feb 05 2023 11:26:00 GMT+0100 (Central European Standard Time),0.8140640355140913
Sun Feb 05 2023 11:26:10 GMT+0100 (Central European Standard Time),0.8140640355140913
Sun Feb 05 2023 11:26:20 GMT+0100 (Central European Standard Time),0.8140640355140913
Sun Feb 05 2023 11:26:30 GMT+0100 (Central European Standard Time),0.8140640355140913
Sun Feb 05 2023 11:26:40 GMT+0100 (Central European Standard Time),0.8140640355140913
Sun Feb 05 2023 11:26:50 GMT+0100 (Central European Standard Time),0.8140640355140913
Sun Feb 05 2023 11:27:00 GMT+0100 (Central European Standard Time),0.8534911205691176
Sun Feb 05 2023 11:27:10 GMT+0100 (Central European Standard Time),0.8534911205691176
Sun Feb 05 2023 11:27:20 GMT+0100 (Central European Standard Time),0.8534911205691176
Sun Feb 05 2023 11:27:30 GMT+0100 (Central European Standard Time),0.8534911205691176
Sun Feb 05 2023 11:27:40 GMT+0100 (Central European Standard Time),0.8534911205691176
Sun Feb 05 2023 11:27:50 GMT+0100 (Central European Standard Time),0.8534911205691176
Sun Feb 05 2023 11:28:00 GMT+0100 (Central European Standard Time),0.8447552497721065
Sun Feb 05 2023 11:28:10 GMT+0100 (Central European Standard Time),0.8447552497721065
Sun Feb 05 2023 11:28:20 GMT+0100 (Central European Standard Time),0.8447552497721065
Sun Feb 05 2023 11:28:30 GMT+0100 (Central European Standard Time),0.8447552497721065
Sun Feb 05 2023 11:28:40 GMT+0100 (Central European Standard Time),0.8447552497721065
Sun Feb 05 2023 11:28:50 GMT+0100 (Central European Standard Time),0.8447552497721065
Sun Feb 05 2023 11:29:00 GMT+0100 (Central European Standard Time),0.8291120986346642
Sun Feb 05 2023 11:29:10 GMT+0100 (Central European Standard Time),0.8291120986346642
Sun Feb 05 2023 11:29:20 GMT+0100 (Central European Standard Time),0.8291120986346642
Sun Feb 05 2023 11:29:30 GMT+0100 (Central European Standard Time),0.8291120986346642
Sun Feb 05 2023 11:29:40 GMT+0100 (Central European Standard Time),0.8291120986346642
Sun Feb 05 2023 11:29:50 GMT+0100 (Central European Standard Time),0.8291120986346642
Sun Feb 05 2023 11:30:00 GMT+0100 (Central European Standard Time),0.8188649381863704
Sun Feb 05 2023 11:30:10 GMT+0100 (Central European Standard Time),0.8188649381863704
Sun Feb 05 2023 11:30:20 GMT+0100 (Central European Standard Time),0.8188649381863704
Sun Feb 05 2023 11:30:30 GMT+0100 (Central European Standard Time),0.8188649381863704
Sun Feb 05 2023 11:30:40 GMT+0100 (Central European Standard Time),0.8188649381863704
Sun Feb 05 2023 11:30:50 GMT+0100 (Central European Standard Time),0.8188649381863704
Sun Feb 05 2023 11:31:00 GMT+0100 (Central European Standard Time),0.4882215382571871
Sun Feb 05 2023 11:31:10 GMT+0100 (Central European Standard Time),0.4882215382571871
Sun Feb 05 2023 11:31:20 GMT+0100 (Central European Standard Time),0.4882215382571871
Sun Feb 05 2023 11:31:30 GMT+0100 (Central European Standard Time),0.4882215382571871
Sun Feb 05 2023 11:31:40 GMT+0100 (Central European Standard Time),0.4882215382571871
Sun Feb 05 2023 11:31:50 GMT+0100 (Central European Standard Time),0.4882215382571871
Sun Feb 05 2023 11:32:00 GMT+0100 (Central European Standard Time),0.12754432730535728
Sun Feb 05 2023 11:32:10 GMT+0100 (Central European Standard Time),0.12754432730535728
Sun Feb 05 2023 11:32:20 GMT+0100 (Central European Standard Time),0.12754432730535728
Sun Feb 05 2023 11:32:30 GMT+0100 (Central European Standard Time),0.12754432730535728
Sun Feb 05 2023 11:32:40 GMT+0100 (Central European Standard Time),0.12754432730535728
Sun Feb 05 2023 11:32:50 GMT+0100 (Central European Standard Time),0.12754432730535728
Sun Feb 05 2023 11:33:00 GMT+0100 (Central European Standard Time),0.028012040199092772
Sun Feb 05 2023 11:33:10 GMT+0100 (Central European Standard Time),0.028012040199092772
Sun Feb 05 2023 11:33:20 GMT+0100 (Central European Standard Time),0.028012040199092772
Sun Feb 05 2023 11:33:30 GMT+0100 (Central European Standard Time),0.028012040199092772
Sun Feb 05 2023 11:33:40 GMT+0100 (Central European Standard Time),0.028012040199092772
Sun Feb 05 2023 11:33:50 GMT+0100 (Central European Standard Time),0.028012040199092772
Sun Feb 05 2023 11:34:00 GMT+0100 (Central European Standard Time),0.02771845321788267
Sun Feb 05 2023 11:34:10 GMT+0100 (Central European Standard Time),0.02771845321788267
Sun Feb 05 2023 11:34:20 GMT+0100 (Central European Standard Time),0.02771845321788267
Sun Feb 05 2023 11:34:30 GMT+0100 (Central European Standard Time),0.02771845321788267
Sun Feb 05 2023 11:34:40 GMT+0100 (Central European Standard Time),0.02771845321788267
Sun Feb 05 2023 11:34:50 GMT+0100 (Central European Standard Time),0.02771845321788267
Sun Feb 05 2023 11:35:00 GMT+0100 (Central European Standard Time),0.026086466434998096
Sun Feb 05 2023 11:35:10 GMT+0100 (Central European Standard Time),0.026086466434998096
Sun Feb 05 2023 11:35:20 GMT+0100 (Central European Standard Time),0.026086466434998096
Sun Feb 05 2023 11:35:30 GMT+0100 (Central European Standard Time),0.026086466434998096
Sun Feb 05 2023 11:35:40 GMT+0100 (Central European Standard Time),0.026086466434998096
Sun Feb 05 2023 11:35:50 GMT+0100 (Central European Standard Time),0.026086466434998096
Sun Feb 05 2023 11:36:00 GMT+0100 (Central European Standard Time),0.025101594069582234
Sun Feb 05 2023 11:36:10 GMT+0100 (Central European Standard Time),0.025101594069582234
Sun Feb 05 2023 11:36:20 GMT+0100 (Central European Standard Time),0.025101594069582234
Sun Feb 05 2023 11:36:30 GMT+0100 (Central European Standard Time),0.025101594069582234
Sun Feb 05 2023 11:36:40 GMT+0100 (Central European Standard Time),0.025101594069582234
Sun Feb 05 2023 11:36:50 GMT+0100 (Central European Standard Time),0.025101594069582234
Sun Feb 05 2023 11:37:00 GMT+0100 (Central European Standard Time),0.034552933485798576
Sun Feb 05 2023 11:37:10 GMT+0100 (Central European Standard Time),0.034552933485798576
Sun Feb 05 2023 11:37:20 GMT+0100 (Central European Standard Time),0.034552933485798576
Sun Feb 05 2023 11:37:30 GMT+0100 (Central European Standard Time),0.034552933485798576
Sun Feb 05 2023 11:37:40 GMT+0100 (Central European Standard Time),0.034552933485798576
Sun Feb 05 2023 11:37:50 GMT+0100 (Central European Standard Time),0.034552933485798576
Sun Feb 05 2023 11:38:00 GMT+0100 (Central European Standard Time),0.030561623584518808
Sun Feb 05 2023 11:38:10 GMT+0100 (Central European Standard Time),0.030561623584518808
Sun Feb 05 2023 11:38:20 GMT+0100 (Central European Standard Time),0.030561623584518808
Sun Feb 05 2023 11:38:30 GMT+0100 (Central European Standard Time),0.030561623584518808
Sun Feb 05 2023 11:38:40 GMT+0100 (Central European Standard Time),0.030561623584518808
Sun Feb 05 2023 11:38:50 GMT+0100 (Central European Standard Time),0.030561623584518808
Sun Feb 05 2023 11:39:00 GMT+0100 (Central European Standard Time),0.027444596230638277
Sun Feb 05 2023 11:39:10 GMT+0100 (Central European Standard Time),0.027444596230638277
Sun Feb 05 2023 11:39:20 GMT+0100 (Central European Standard Time),0.027444596230638277
Sun Feb 05 2023 11:39:30 GMT+0100 (Central European Standard Time),0.027444596230638277
Sun Feb 05 2023 11:39:40 GMT+0100 (Central European Standard Time),0.027444596230638277
Sun Feb 05 2023 11:39:50 GMT+0100 (Central European Standard Time),0.027444596230638277
Sun Feb 05 2023 11:40:00 GMT+0100 (Central European Standard Time),0.02635635198588678
Sun Feb 05 2023 11:40:10 GMT+0100 (Central European Standard Time),0.02635635198588678
Sun Feb 05 2023 11:40:20 GMT+0100 (Central European Standard Time),0.02635635198588678
Sun Feb 05 2023 11:40:30 GMT+0100 (Central European Standard Time),0.02635635198588678
Sun Feb 05 2023 11:40:40 GMT+0100 (Central European Standard Time),0.02635635198588678
Sun Feb 05 2023 11:40:50 GMT+0100 (Central European Standard Time),0.02635635198588678
